Date,Type,Venue,Location,Postcode,Players signed up,Players at last set champ,Travel time,Route link,Event link,Last set champ link,Price,Created
2026-09-06,Attack of the Vines,Bristol Independent Gaming Ltd,"11 Cater Road, BRISTOL, England, BS13 7TW, GB",BS13 7TW,0,8,2h 39m,https://www.google.com/maps/dir/?api=1&origin=NN29%207RW&destination=11%20Cater%20Road%2C%20BRISTOL%2C%20England%2C%20BS13%207TW%2C%20GB,https://tcg.ravensburgerplay.com/events/714953,https://tcg.ravensburgerplay.com/events/604482,£0.00,2026-07-10T21:41:45.765549
2026-09-06,Attack of the Vines,Travelling Man Leeds,"32 Central Road, Leeds, England, ls1 6de, GB",LS1 6DE,5,19,2h 42m,https://www.google.com/maps/dir/?api=1&origin=NN29%207RW&destination=32%20Central%20Road%2C%20Leeds%2C%20England%2C%20ls1%206de%2C%20GB,https://tcg.ravensburgerplay.com/events/801798,https://tcg.ravensburgerplay.com/events/604401,£0.00,2026-07-26T11:02:38.876884
2026-09-06,Attack of the Vines,Jester Games Store,"35 King St E, 35 King Street East, Stockport, England, SK1 1XJ, GB",SK1 1XJ,4,23,2h 43m,https://www.google.com/maps/dir/?api=1&origin=NN29%207RW&destination=35%20King%20St%20E%2C%2035%20King%20Street%20East%2C%20Stockport%2C%20England%2C%20SK1%201XJ%2C%20GB,https://tcg.ravensburgerplay.com/events/804481,https://tcg.ravensburgerplay.com/events/544941,£20.00,2026-07-27T14:28:40.238650
2026-09-06,Attack of the Vines,Dice and Pins,"1 Bassendale Road, Bromborough Bowl , Bromborough , England, CH62 3QL, GB",CH62 3QL,1,16,2h 59m,https://www.google.com/maps/dir/?api=1&origin=NN29%207RW&destination=1%20Bassendale%20Road%2C%20Bromborough%20Bowl%20%2C%20Bromborough%20%2C%20England%2C%20CH62%203QL%2C%20GB,https://tcg.ravensburgerplay.com/events/810337,https://tcg.ravensburgerplay.com/events/612799,£20.00,2026-07-29T12:22:42.990178
2026-09-06,Attack of the Vines,Rules of Play,"29 Castle Arcade, Cardiff, Wales, CF10 1BW, GB",CF10 1BW,0,18,3h 9m,https://www.google.com/maps/dir/?api=1&origin=NN29%207RW&destination=29%20Castle%20Arcade%2C%20Cardiff%2C%20Wales%2C%20CF10%201BW%2C%20GB,https://tcg.ravensburgerplay.com/events/825852,https://tcg.ravensburgerplay.com/events/512034,£18.00,2026-08-03T20:20:10.560315
2026-09-06,Attack of the Vines,Heroes,"Scarrots Lane, Unit 3, Newport, England, PO30 1JP, GB",PO30 1JP,0,8,3h 42m,https://www.google.com/maps/dir/?api=1&origin=NN29%207RW&destination=Scarrots%20Lane%2C%20Unit%203%2C%20Newport%2C%20England%2C%20PO30%201JP%2C%20GB,https://tcg.ravensburgerplay.com/events/850446,https://tcg.ravensburgerplay.com/events/649871,£10.00,2026-08-12T09:12:26.649926
2026-09-06,Attack of the Vines,Gamers@Hart,"Bovis House, Hartlepool, England, TS24 7SE, GB",TS24 7SE,0,11,3h 50m,https://www.google.com/maps/dir/?api=1&origin=NN29%207RW&destination=Bovis%20House%2C%20Hartlepool%2C%20England%2C%20TS24%207SE%2C%20GB,https://tcg.ravensburgerplay.com/events/845785,https://tcg.ravensburgerplay.com/events/605506,£15.00,2026-08-10T23:46:51.152930
2026-09-06,Attack of the Vines,Geek Retreat Sunderland,"2 John Street, Sunniside, England, SR1 1DX, GB",SR1 1DX,1,16,4h 5m,https://www.google.com/maps/dir/?api=1&origin=NN29%207RW&destination=2%20John%20Street%2C%20Sunniside%2C%20England%2C%20SR1%201DX%2C%20GB,https://tcg.ravensburgerplay.com/events/712095,https://tcg.ravensburgerplay.com/events/580484,£7.00,2026-07-10T21:41:45.306380

2026-09-12,Attack of the Vines,CommuniTea Gaming,"Unit 16-17, Orton Gate Shopping Centre, Peterborough, England, PE2 5TD, GB",PE2 5TD,0,18,41m,https://www.google.com/maps/dir/?api=1&origin=NN29%207RW&destination=Unit%2016-17%2C%20Orton%20Gate%20Shopping%20Centre%2C%20Peterborough%2C%20England%2C%20PE2%205TD%2C%20GB,https://tcg.ravensburgerplay.com/events/782866,https://tcg.ravensburgerplay.com/events/585889,£10.00,2026-07-19T14:41:13.679635
2026-09-12,Attack of the Vines,ReRoll Board Game Cafe,"34-36 Granby Street, Upper Floors, Leicester, England, LE1 1DE, GB",LE1 1DE,0,16,57m,https://www.google.com/maps/dir/?api=1&origin=NN29%207RW&destination=34-36%20Granby%20Street%2C%20Upper%20Floors%2C%20Leicester%2C%20England%2C%20LE1%201DE%2C%20GB,https://tcg.ravensburgerplay.com/events/859761,https://tcg.ravensburgerplay.com/events/617065,£12.50,2026-08-15T16:24:37.667754
2026-09-12,Attack of the Vines,Pendulum Gaming,"2 Westgate, Grantham, England, NG31 6LT, GB",NG31 6LT,3,16,1h 12m,https://www.google.com/maps/dir/?api=1&origin=NN29%207RW&destination=2%20Westgate%2C%20Grantham%2C%20England%2C%20NG31%206LT%2C%20GB,https://tcg.ravensburgerplay.com/events/784913,https://tcg.ravensburgerplay.com/events/589902,£0.00,2026-07-20T15:01:11.123073
2026-09-12,Attack of the Vines,Marquee Models,"71 Harvey Centre Approach, Harlow, England, CM201XS, GB",CM201XS,0,12,1h 26m,https://www.google.com/maps/dir/?api=1&origin=NN29%207RW&destination=71%20Harvey%20Centre%20Approach%2C%20Harlow%2C%20England%2C%20CM201XS%2C%20GB,https://tcg.ravensburgerplay.com/events/790563,https://tcg.ravensburgerplay.com/events/503021,£15.00,2026-07-22T12:46:42.870548
2026-09-12,Attack of the Vines,The Dice Cup,"68-70 Mansfield Road, Nottingham, England, NG1 3GY, GB",NG1 3GY,5,24,1h 33m,https://www.google.com/maps/dir/?api=1&origin=NN29%207RW&destination=68-70%20Mansfield%20Road%2C%20Nottingham%2C%20England%2C%20NG1%203GY%2C%20GB,https://tcg.ravensburgerplay.com/events/840395,https://tcg.ravensburgerplay.com/events/567650,£12.00,2026-08-08T12:54:21.495092
2026-09-12,Attack of the Vines,Geek Retreat Chelmsford,"48 Townfield Street, Chelmsford, England, CM1 1AQ, GB",CM1 1AQ,0,25,1h 45m,https://www.google.com/maps/dir/?api=1&origin=NN29%207RW&destination=48%20Townfield%20Street%2C%20Chelmsford%2C%20England%2C%20CM1%201AQ%2C%20GB,https://tcg.ravensburgerplay.com/events/714582,https://tcg.ravensburgerplay.com/events/492393,£0.00,2026-07-10T21:41:48.242139
2026-09-12,Attack of the Vines,Gordian Knot Games Ltd,"Town Pier Square, Gravesend, England, DA11 0BJ, GB",DA11 0BJ,0,16,1h 54m,https://www.google.com/maps/dir/?api=1&origin=NN29%207RW&destination=Town%20Pier%20Square%2C%20Gravesend%2C%20England%2C%20DA11%200BJ%2C%20GB,https://tcg.ravensburgerplay.com/events/825925,https://tcg.ravensburgerplay.com/events/683687,£0.00,2026-08-03T17:15:25.034332
2026-09-12,Attack of the Vines,Forge and Finds,"36, Lloyds Ave, Ipswich, England, IP1 3HD, GB",IP1 3HD,0,19,1h 54m,https://www.google.com/maps/dir/?api=1&origin=NN29%207RW&destination=36%2C%20Lloyds%20Ave%2C%20Ipswich%2C%20England%2C%20IP1%203HD%2C%20GB,https://tcg.ravensburgerplay.com/events/850761,https://tcg.ravensburgerplay.com/events/589546,£10.00,2026-08-12T15:18:19.361789
2026-09-12,Attack of the Vines,Athena Games,"9, St Gregory's Alley, Norwich, England, NR2 1ER, GB",NR2 1ER,0,17,2h 7m,https://www.google.com/maps/dir/?api=1&origin=NN29%207RW&destination=9%2C%20St%20Gregory%27s%20Alley%2C%20Norwich%2C%20England%2C%20NR2%201ER%2C%20GB,https://tcg.ravensburgerplay.com/events/845345,https://tcg.ravensburgerplay.com/events/547878,£18.00,2026-08-10T17:41:59.742372
2026-09-12,Attack of the Vines,Triple Helix Wargames,"Cory Way, Unit 10, Westbury, England, BA13 4QT, GB",BA13 4QT,0,12,2h 31m,https://www.google.com/maps/dir/?api=1&origin=NN29%207RW&destination=Cory%20Way%2C%20Unit%2010%2C%20Westbury%2C%20England%2C%20BA13%204QT%2C%20GB,https://tcg.ravensburgerplay.com/events/722585,https://tcg.ravensburgerplay.com/events/494363,£15.00,2026-07-10T21:41:47.291848
2026-09-12,Attack of the Vines,Norton TCG,"84b High Street, Midsomer Norton, England, BA3 2DE, GB",BA3 2DE,2,13,2h 50m,https://www.google.com/maps/dir/?api=1&origin=NN29%207RW&destination=84b%20High%20Street%2C%20Midsomer%20Norton%2C%20England%2C%20BA3%202DE%2C%20GB,https://tcg.ravensburgerplay.com/events/742425,https://tcg.ravensburgerplay.com/events/493412,£10.00,2026-07-10T21:41:48.684270
2026-09-12,Attack of the Vines,Firestorm Games Merthyr,"129 High Street, Merthyr Tydfil, Wales, CF47 8DN, GB",CF47 8DN,0,15,3h 13m,https://www.google.com/maps/dir/?api=1&origin=NN29%207RW&destination=129%20High%20Street%2C%20Merthyr%20Tydfil%2C%20Wales%2C%20CF47%208DN%2C%20GB,https://tcg.ravensburgerplay.com/events/711420,https://tcg.ravensburgerplay.com/events/594716,£17.00,2026-07-10T21:41:47.786059
2026-09-12,Attack of the Vines,Fazpack Ltd,"13-17 All Hallows Road, Bispham, England, FY2 0AS, GB",FY2 0AS,16,21,3h 32m,https://www.google.com/maps/dir/?api=1&origin=NN29%207RW&destination=13-17%20All%20Hallows%20Road%2C%20Bispham%2C%20England%2C%20FY2%200AS%2C%20GB,https://tcg.ravensburgerplay.com/events/811016,https://tcg.ravensburgerplay.com/events/597115,£10.00,2026-08-13T12:43:25.977294
2026-09-12,Attack of the Vines,Spike's Hideout,10 Victoria Rd SCARBOROUGH YO11 1SD UNITED KINGDOM,YO11 1SD,1,N/A,3h 37m,https://www.google.com/maps/dir/?api=1&origin=NN29%207RW&destination=10%20Victoria%20Rd%0ASCARBOROUGH%0AYO11%201SD%0AUNITED%20KINGDOM,https://tcg.ravensburgerplay.com/events/848243,,£0.00,2026-08-11T18:00:24.922240
2026-09-12,Attack of the Vines,Porqué Cards,"John St, Sunniside SUNDERLAND SR1 1DX UNITED KINGDOM",SR1 1DX,8,N/A,4h 5m,https://www.google.com/maps/dir/?api=1&origin=NN29%207RW&destination=John%20St%2C%20Sunniside%0ASUNDERLAND%0ASR1%201DX%0AUNITED%20KINGDOM,https://tcg.ravensburgerplay.com/events/796519,,£7.00,2026-07-24T16:29:58.603985
2026-09-12,Attack of the Vines,The magic chest ltd,"Unit D, 2, 8, Rosemary Ln, Carlisle, England, CA3 8PW, GB",CA3 8PW,0,11,4h 43m,https://www.google.com/maps/dir/?api=1&origin=NN29%207RW&destination=Unit%20D%2C%202%2C%208%2C%20Rosemary%20Ln%2C%20Carlisle%2C%20England%2C%20CA3%208PW%2C%20GB,https://tcg.ravensburgerplay.com/events/784678,https://tcg.ravensburgerplay.com/events/609136,£10.00,2026-07-20T11:59:06.503030
2026-09-12,Attack of the Vines,Evans Hobby and Tech,"76 High St, Annan DG12 6DL, UK",DG12 6DL,0,N/A,4h 59m,https://www.google.com/maps/dir/?api=1&origin=NN29%207RW&destination=76%20High%20St%2C%20Annan%20DG12%206DL%2C%20UK,https://tcg.ravensburgerplay.com/events/854483,,£9.00,2026-08-13T21:52:22.656998
2026-09-12,Attack of the Vines,Tokyotoys Glasgow,"27 Union Street, Tokyotoys, Glasgow, Scotland, G1 3RB, GB",G1 3RB,0,14,6h 26m,https://www.google.com/maps/dir/?api=1&origin=NN29%207RW&destination=27%20Union%20Street%2C%20Tokyotoys%2C%20Glasgow%2C%20Scotland%2C%20G1%203RB%2C%20GB,https://tcg.ravensburgerplay.com/events/738992,https://tcg.ravensburgerplay.com/events/480389,£30.00,2026-07-10T21:41:49.150335

2026-09-13,Attack of the Vines,TheHiveGaming,"Church Lane, CHURCH LANE, BANBURY,OXON, England, OX16 5LR, GB",OX16 5LR,0,11,55m,https://www.google.com/maps/dir/?api=1&origin=NN29%207RW&destination=Church%20Lane%2C%20CHURCH%20LANE%2C%20BANBURY%2COXON%2C%20England%2C%20OX16%205LR%2C%20GB,https://tcg.ravensburgerplay.com/events/834667,https://tcg.ravensburgerplay.com/events/577361,£10.00,2026-08-06T12:13:35.047774
2026-09-13,Attack of the Vines,Do or Dice,"Addlestone One, Unit 6B Do or Dice ADDLESTONE KT15 2GD UNITED KINGDOM",KT15 2GD,6,18,1h 29m,https://www.google.com/maps/dir/?api=1&origin=NN29%207RW&destination=Addlestone%20One%2C%20Unit%206B%20Do%20or%20Dice%0AADDLESTONE%0AKT15%202GD%0AUNITED%20KINGDOM,https://tcg.ravensburgerplay.com/events/847965,https://tcg.ravensburgerplay.com/events/516130,£15.00,2026-08-11T14:57:37.659500
